402       SEABOARD                                486   SHAWNEE MISSION     KS   66202     11781     
403       SEALED AIR                              397   ELMWOOD PARK        NJ   7407      23000     
404       SEARS HOLDINGS                          127   HOFFMAN ESTATES     IL   60179     140000    
405       SEMPRA ENERGY                           280   SAN DIEGO           CA   92101     16575     
406       SHERWIN-WILLIAMS                        236   CLEVELAND           OH   44115     42550     
407       SIMON PROPERTY GROUP                    477   INDIANAPOLIS        IN   46204     4050      
408       SONIC AUTOMOTIVE                        287   CHARLOTTE           NC   28211     9800      
409       SOUTHERN                                145   ATLANTA             GA   30308     32015     
410       SOUTHWEST AIRLINES                      138   DALLAS              TX   75235     53536     
411       SPARTANNASH                             350   BYRON CENTER        MI   49315     11500     
412       SPIRIT AEROSYSTEMS HOLDINGS             393   WICHITA             KS   67210     14400     
413       ST. JUDE MEDICAL                        434   SAINT PAUL          MN   55117     18000     
414       STANLEY BLACK & DECKER                  250   NEW BRITAIN         CT   6053      54023     
415       STAPLES                                 140   FRAMINGHAM          MA   1702      61503     
416       STARBUCKS                               131   SEATTLE             WA   98134     254000    
417       STATE FARM INSURANCE COS.               33    BLOOMINGTON         IL   61710     68234     
418       STATE STREET CORP.                      271   BOSTON              MA   2111      33783     
419       STEEL DYNAMICS                          347   FORT WAYNE          IN   46804     7695      
420       STRYKER                                 252   KALAMAZOO           MI   49002     33000     
421       SUNTRUST BANKS                          303   ATLANTA             GA   30308     24375     
422       SUPERVALU                               158   EDEN PRAIRIE        MN   55344     38000     
423       SYMANTEC                                465   MOUNTAIN VIEW       CA   94043     11000     
424       SYNCHRONY FINANCIAL                     185   STAMFORD            CT   6902      15000     
425       SYNNEX                                  198   FREMONT             CA   94538     110000    
426       SYSCO                                   57    HOUSTON             TX   77077     51900     
427       TARGA RESOURCES                         402   HOUSTON             TX   77002     1970      
428       TARGET                                  38    MINNEAPOLIS         MN   55403     323000    
429       TECH DATA                               107   CLEARWATER          FL   33760     9500      
430       TENET HEALTHCARE                        134   DALLAS              TX   75202     116475    
431       TENNECO                                 322   LAKE FOREST         IL   60045     31000     
432       TEREX                                   445   WESTPORT            CT   6880      18100     
433       TESLA                                   383   PALO ALTO           CA   94304     30025     
434       TEXAS INSTRUMENTS                       206   DALLAS              TX   75243     29865     
435       TEXTRON                                 200   PROVIDENCE          RI   2903      36000     
436       THERMO FISHER SCIENTIFIC                154   WALTHAM             MA   2451      54800     
437       THRIVENT FINANCIAL FOR LUTHERANS        316   MINNEAPOLIS         MN   55415     3282      
438       TIAA                                    80    NEW YORK            NY   10017     12997     
439       TIME WARNER                             95    NEW YORK            NY   10019     25000     
440       TJX                                     87    FRAMINGHAM          MA   1701      235000    
441       TOLL BROTHERS                           497   HORSHAM             PA   19044     4200      
442       "TOYS ""R"" US"                         244   WAYNE               NJ   7470      64000     
443       TRACTOR SUPPLY                          396   BRENTWOOD           TN   37027     19500     
444       TRAVELCENTERS OF AMERICA                470   WESTLAKE            OH   44145     20259     
445       TRAVELERS COS.                          99    NEW YORK            NY   10017     30900     
446       TREEHOUSE FOODS                         427   OAK BROOK           IL   60523     16027     
447       TWENTY-FIRST CENTURY FOX                101   NEW YORK            NY   10036     21500     
448       TYSON FOODS                             82    SPRINGDALE          AR   72762     114000    
449       U.S. BANCORP                            125   MINNEAPOLIS         MN   55402     71191     
450       UGI                                     457   KING OF PRUSSIA     PA   19406     13105     
451       UNION PACIFIC                           143   OMAHA               NE   68179     42919     
452       UNITED CONTINENTAL HOLDINGS             83    CHICAGO             IL   60606     88000     
453       UNITED NATURAL FOODS                    325   PROVIDENCE          RI   2908      9554      
454       UNITED RENTALS                          452   STAMFORD            CT   6902      12500     
455       UNITED STATES STEEL                     279   PITTSBURGH          PA   15219     29800     
456       UNITED TECHNOLOGIES                     50    FARMINGTON          CT   6032      201600    
457       UNITEDHEALTH GROUP                      6     MINNETONKA          MN   55343     230000    
458       UNIVAR                                  338   DOWNERS GROVE       IL   60515     8700      
459       UNIVERSAL HEALTH SERVICES               276   KING OF PRUSSIA     PA   19406     70863     
460       UNUM GROUP                              258   CHATTANOOGA         TN   37402     9400      
461       UPS                                     46    ATLANTA             GA   30328     335520    
462       US FOODS HOLDING                        124   ROSEMONT            IL   60018     25000     
463       USAA                                    102   SAN ANTONIO         TX   78288     29943     
464       VALERO ENERGY                           37    SAN ANTONIO         TX   78249     9996      
465       VERITIV                                 331   ATLANTA             GA   30328     8700      
466       VERIZON COMMUNICATIONS                  14    NEW YORK            NY   10036     160900    
467       VF                                      230   GREENSBORO          NC   27408     69000     
468       VIACOM                                  224   NEW YORK            NY   10036     9650      
469       VISA                                    187   FOSTER CITY         CA   94404     14200     
470       VISTRA ENERGY                           499   IRVING              TX   75039     4431      
471       VOYA FINANCIAL                          266   NEW YORK            NY   10169     6700      
472       W.R. BERKLEY                            354   GREENWICH           CT   6830      7608      
473       W.W. GRAINGER                           282   LAKE FOREST         IL   60045     25000     
474       WALGREENS BOOTS ALLIANCE                17    DEERFIELD           IL   60015     300000    
475       WALMART                                 1     BENTONVILLE         AR   72716     2300000   
476       WASTE MANAGEMENT                        201   HOUSTON             TX   77002     41200     
477       WEC ENERGY GROUP                        368   MILWAUKEE           WI   53203     8074      
478       WELLCARE HEALTH PLANS                   195   TAMPA               FL   33634     7400      
479       WELLS FARGO                             25    SAN FRANCISCO       CA   94163     269100    
480       WESCO INTERNATIONAL                     373   PITTSBURGH          PA   15219     9000      
481       WESTERN & SOUTHERN FINANCIAL GROUP      483   CINCINNATI          OH   45202     2178      
482       WESTERN DIGITAL                         217   IRVINE              CA   92612     72878     
483       WESTERN REFINING                        349   EL PASO             TX   79901     7134      
484       WESTERN UNION                           478   ENGLEWOOD           CO   80112     10700     
485       WESTROCK                                190   NORCROSS            GA   30071     39000     
486       WEYERHAEUSER                            341   SEATTLE             WA   98104     10400     
487       WHIRLPOOL                               137   BENTON HARBOR       MI   49022     93000     
488       WHOLE FOODS MARKET                      176   AUSTIN              TX   78703     73515     
489       WILLIAMS                                367   TULSA               OK   74172     5604      
490       WINDSTREAM HOLDINGS                     485   LITTLE ROCK         AR   72212     11870     
491       WORLD FUEL SERVICES                     103   MIAMI               FL   33178     5000      
492       WYNDHAM WORLDWIDE                       461   PARSIPPANY          NJ   7054      37800     
493       XCEL ENERGY                             256   MINNEAPOLIS         MN   55401     11476     
494       XEROX                                   162   NORWALK             CT   6850      133600    
495       XPO LOGISTICS                           191   GREENWICH           CT   6831      87000     
496       YAHOO                                   498   SUNNYVALE           CA   94089     8500      
497       YUM BRANDS                              422   LOUISVILLE          KY   40213     90000     
498       YUM CHINA HOLDINGS                      399   PLANO               TX   75024     420000    
499       ZIMMER BIOMET HOLDINGS                  352   WARSAW              IN   46580     18500     
